index,country,province
125827,US,California
125828,US,Washington
125829,US,California
125830,New Zealand,Nelson
125831,France,Burgundy
125832,US,California
125833,US,California
125834,US,California
125835,Argentina,Other
125836,Italy,Southern Italy
125837,US,California
125838,Italy,Tuscany
125839,Italy,Northeastern Italy
125840,Italy,Southern Italy
125841,Italy,Sicily & Sardinia
125842,US,California
125843,Chile,Colchagua Valley
125844,Italy,Sicily & Sardinia
125845,Italy,Tuscany
125846,US,California
125847,New Zealand,Central Otago
125848,US,California
125849,Chile,Central Valley
125850,France,Champagne
125851,US,California
125852,US,California
125853,France,Champagne
125854,France,Champagne
125855,US,Washington
125856,France,Champagne
125857,France,Champagne
125858,US,California
125859,France,Champagne
125860,France,Champagne
125861,US,Washington
125862,US,Washington
125863,France,Champagne
125864,Italy,Veneto
125865,Italy,Veneto
125866,US,California
125867,Argentina,Mendoza Province
125868,US,California
125869,France,Champagne
125870,France,Champagne
125871,US,Washington
125872,US,California
125873,France,Champagne
125874,France,Champagne
125875,France,Champagne
125876,France,Champagne
125877,France,Champagne
125878,France,Champagne
125879,US,Washington
125880,Greece,Halkidiki
125881,US,Washington
125882,Greece,Lakonia
125883,Italy,Veneto
125884,Italy,Veneto
125885,US,Washington
125886,Italy,Veneto
125887,Germany,Mosel-Saar-Ruwer
125888,US,Washington
125889,Austria,Südoststeiermark
125890,Italy,Veneto
125891,Argentina,Mendoza Province
125892,Argentina,Other
125893,Italy,Veneto
125894,Italy,Veneto
125895,Italy,Veneto
125896,Italy,Veneto
125897,US,Washington
125898,Greece,Peloponnese
125899,US,Washington
125900,Bulgaria,Bulgaria
125901,Italy,Veneto
125902,Italy,Veneto
125903,US,Washington
125904,Australia,Victoria
125905,Austria,Burgenland
125906,US,California
125907,US,California
125908,France,Burgundy
125909,Greece,Thessalikos
125910,France,Alsace
125911,Argentina,Mendoza Province
125912,France,Alsace
125913,US,California
125914,Italy,Central Italy
125915,France,Languedoc-Roussillon
125916,France,Languedoc-Roussillon
125917,Italy,Sicily & Sardinia
125918,Argentina,Mendoza Province
125919,US,California
125920,Chile,Maipo Valley
125921,US,California
125922,Italy,Tuscany
125923,Argentina,Mendoza Province
125924,Argentina,Mendoza Province
125925,US,California
125926,Italy,Central Italy
125927,France,Burgundy
125928,US,California
125929,France,Burgundy
125930,Italy,Northeastern Italy
125931,France,Languedoc-Roussillon
125932,Chile,Central Valley
125933,US,California
125934,France,Burgundy
125935,Argentina,Mendoza Province
125936,Chile,Leyda Valley
125937,US,California
125938,France,Burgundy
125939,Chile,Leyda Valley
125940,US,New York
125941,US,New York
125942,Argentina,Mendoza Province
125943,US,New York
125944,US,New Mexico
125945,US,California
125946,US,California
125947,US,Texas
125948,Chile,Rapel Valley
125949,US,California
125950,Argentina,Mendoza Province
125951,Argentina,Mendoza Province
125952,US,New York
125953,US,Missouri
125954,Italy,Sicily & Sardinia
125955,Argentina,Mendoza Province
125956,France,Burgundy
125957,US,New York
125958,Argentina,Mendoza Province
125959,US,Missouri
125960,Argentina,Other
125961,US,New York
125962,Argentina,Mendoza Province
125963,Chile,Colchagua Valley
125964,Chile,Maipo Valley
125965,US,California
125966,Chile,Central Valley
125967,Chile,Colchagua Valley
125968,US,California
125969,US,California
125970,US,California
125971,US,New York
125972,Italy,Tuscany
125973,Italy,Tuscany
125974,Italy,Tuscany
125975,Spain,Catalonia
125976,US,New York
125977,US,California
125978,Spain,Andalucia
125979,US,California
125980,Spain,Catalonia
125981,US,New York
125982,Spain,Catalonia
125983,US,California
125984,Spain,Northern Spain
125985,US,California
125986,US,California
125987,Spain,Northern Spain
125988,Portugal,Vinho Verde
125989,US,California
125990,Spain,Northern Spain
125991,US,Oregon
125992,Spain,Northern Spain
125993,US,California
125994,Italy,Tuscany
125995,Spain,Catalonia
125996,Italy,Tuscany
125997,Spain,Catalonia
125998,Portugal,Alentejano
125999,US,California
126000,South Africa,Western Cape
126001,US,California
126002,South Africa,Stellenbosch
126003,US,California
126004,Italy,Central Italy
126005,US,California
126006,US,Washington
126007,Italy,Central Italy
126008,US,California
126009,US,Washington
126010,New Zealand,Nelson
126011,US,California
126012,US,Washington
126013,US,Washington
126014,New Zealand,Waipara
126015,Australia,South Australia
126016,New Zealand,Marlborough
126017,Italy,Sicily & Sardinia
126018,Australia,South Australia
126019,France,Loire Valley
126020,France,Loire Valley
126021,France,Loire Valley
126022,US,Washington
126023,Australia,South Australia
126024,US,California
126025,New Zealand,Kumeu
126026,Australia,South Australia
126027,US,California
126028,Italy,Central Italy
126029,US,Washington
126030,US,California
126031,Italy,Piedmont
126032,US,California
126033,Australia,South Australia
126034,Chile,Casablanca Valley
126035,Chile,Curicó Valley
126036,Italy,Piedmont
126037,New Zealand,Marlborough
126038,Italy,Piedmont
126039,New Zealand,Marlborough
126040,Italy,Piedmont
126041,Chile,Central Valley
126042,Italy,Piedmont
126043,US,California
126044,France,Southwest France
126045,US,California
126046,New Zealand,Marlborough
126047,Australia,Australia Other
126048,US,Washington
126049,Chile,Aconcagua Valley
126050,US,Washington
126051,Italy,Piedmont
126052,Italy,Piedmont
126053,US,Washington
126054,Chile,Rapel Valley
126055,Italy,Piedmont
126056,US,California
126057,Italy,Piedmont
126058,Italy,Piedmont
126059,Chile,Rapel Valley
126060,Spain,Northern Spain
126061,Italy,Piedmont
126062,Spain,Northern Spain
126063,US,California
126064,France,Southwest France
126065,US,California
126066,Spain,Northern Spain
126067,Spain,Northern Spain
126068,US,California
126069,Argentina,Mendoza Province
126070,France,Southwest France
126071,Australia,South Australia
126072,US,California
126073,US,California
126074,Spain,Northern Spain
126075,US,California
126076,Italy,Piedmont
126077,Argentina,Mendoza Province
126078,US,California
126079,Argentina,Mendoza Province
126080,US,California
126081,France,Southwest France
126082,Italy,Piedmont
126083,US,California
126084,Argentina,Other
126085,Australia,South Australia
126086,Italy,Piedmont
126087,Italy,Piedmont
126088,Italy,Piedmont
126089,Italy,Piedmont
126090,Italy,Tuscany
126091,US,Washington
126092,Italy,Tuscany
126093,Italy,Tuscany
126094,Chile,Casablanca Valley
126095,Italy,Central Italy
126096,US,California
126097,Greece,Naoussa
126098,Greece,Crete
126099,France,Burgundy
126100,US,California
126101,Chile,Casablanca Valley
126102,Italy,Tuscany
126103,Italy,Sicily & Sardinia
126104,US,Washington
126105,Australia,South Australia
126106,US,California
126107,US,California
126108,US,California
126109,US,Washington
126110,Italy,Tuscany
126111,US,California
126112,US,California
126113,US,California
126114,US,California
126115,US,California
126116,US,California
126117,Australia,Australia Other
126118,US,California
126119,US,California
126120,US,Washington
126121,France,Burgundy
126122,Austria,Wachau
126123,Italy,Central Italy
126124,France,Loire Valley
126125,US,Washington
126126,Argentina,Other
126127,Argentina,Mendoza Province
126128,US,California
126129,Italy,Central Italy
126130,US,Washington
126131,France,Burgundy
126132,US,California
126133,Italy,Central Italy
126134,US,Washington
126135,US,Washington
126136,US,Washington
126137,US,California
126138,US,California
126139,New Zealand,Marlborough
126140,Australia,South Australia
126141,US,California
126142,US,California
126143,Austria,Wachau
126144,US,Washington
126145,US,Washington
126146,Italy,Tuscany
126147,US,California
126148,New Zealand,Marlborough
126149,US,California
126150,France,Champagne
126151,US,Washington
126152,France,Champagne
126153,US,California
126154,US,Washington
126155,Italy,Veneto
126156,Italy,Veneto
126157,Argentina,Mendoza Province
126158,Italy,Veneto
126159,US,California
126160,France,Champagne
126161,US,California
126162,US,Washington
126163,Australia,Victoria
126164,US,California
126165,US,California
126166,US,Washington
126167,Argentina,Mendoza Province
126168,US,California
126169,US,California
126170,France,Champagne
126171,Italy,Veneto
126172,Argentina,Mendoza Province
126173,France,Champagne
126174,France,Champagne
126175,US,California
126176,US,California
126177,US,California
126178,US,California
126179,US,Washington
126180,Germany,Rheingau
126181,Austria,Kremstal
126182,Moldova,Moldova
126183,Italy,Veneto
126184,Italy,Veneto
126185,Italy,Veneto
126186,Argentina,Mendoza Province
126187,US,California
126188,Italy,Veneto
126189,US,California
126190,Italy,Veneto
126191,Germany,Rheinhessen
126192,Greece,Macedonia
126193,Austria,Kremstal
126194,Austria,Kremstal
126195,Austria,Kamptal
126196,US,California
126197,Italy,Veneto
126198,US,Washington
126199,Italy,Veneto
126200,US,California
126201,Austria,Südoststeiermark
126202,Romania,Dealu Mare
126203,Italy,Veneto
126204,Argentina,Mendoza Province
126205,Germany,Rheingau
126206,Italy,Veneto
126207,Italy,Veneto
126208,US,Washington
126209,Italy,Veneto
126210,France,Burgundy
126211,Italy,Northeastern Italy
126212,Argentina,Mendoza Province
126213,Chile,Colchagua Valley
126214,Chile,Aconcagua Valley
126215,US,California
126216,France,Burgundy
126217,US,California
126218,US,New York
126219,US,California
126220,France,Rhône Valley
126221,Italy,Tuscany
126222,US,California
126223,US,California
126224,France,Languedoc-Roussillon
126225,US,California
126226,Argentina,Mendoza Province
126227,US,California
126228,US,California
126229,Chile,Casablanca Valley
126230,US,Virginia
126231,US,California
126232,US,California
126233,US,California
126234,US,California
126235,France,Burgundy
126236,US,California
126237,US,California
126238,Argentina,Mendoza Province
126239,Italy,Northeastern Italy
126240,US,California
126241,Italy,Northeastern Italy
126242,US,New York
126243,US,California
126244,US,California
126245,France,Languedoc-Roussillon
126246,US,Virginia
126247,Argentina,Mendoza Province
126248,US,California
126249,US,California
126250,Argentina,Mendoza Province
126251,France,Loire Valley
126252,US,New York
126253,US,California
126254,US,California
126255,Chile,Curicó Valley
126256,US,California
126257,US,California
126258,US,California
126259,US,California
126260,Chile,Cachapoal Valley
126261,Chile,Central Valley
126262,US,Nevada
126263,US,California
126264,US,California
126265,US,California
126266,US,California
126267,France,Languedoc-Roussillon
126268,US,California
126269,US,California
126270,US,California
126271,Italy,Tuscany
126272,France,Bordeaux
126273,US,New York
126274,France,Southwest France
126275,France,Languedoc-Roussillon
126276,US,California
126277,US,California
126278,Spain,Levante
126279,Portugal,Port
126280,US,California
126281,Portugal,Alentejano
126282,US,New York
126283,US,New York
126284,US,California
126285,US,California
126286,Spain,Northern Spain
126287,Portugal,Tejo
126288,US,California
126289,US,Oregon
126290,Portugal,Península de Setúbal
126291,US,Virginia
126292,Spain,Northern Spain
126293,US,California
126294,US,California
126295,Portugal,Port
126296,US,California
126297,Spain,Northern Spain
126298,France,France Other
126299,Italy,Tuscany
126300,Italy,Piedmont
126301,Italy,Piedmont
126302,Italy,Piedmont
126303,US,California
126304,Italy,Piedmont
126305,Chile,Cachapoal Valley
126306,New Zealand,Marlborough
126307,New Zealand,Marlborough
126308,Italy,Piedmont
126309,South Africa,Coastal Region
126310,Chile,Aconcagua Valley
126311,Chile,Casablanca Valley
126312,Chile,Curicó Valley
126313,Italy,Piedmont
126314,France,Southwest France
126315,US,California
126316,Italy,Piedmont
126317,Israel,Judean Hills
126318,Italy,Piedmont
126319,Italy,Piedmont
126320,Italy,Piedmont
126321,Italy,Piedmont
126322,Italy,Piedmont
126323,France,Southwest France
126324,France,Provence
126325,France,Southwest France
126326,US,California
126327,US,California
126328,US,Washington
126329,New Zealand,Marlborough
126330,Australia,Victoria
126331,Chile,Maule Valley
126332,US,Washington
126333,US,Washington
126334,France,Loire Valley
126335,US,California
126336,Australia,South Australia
126337,New Zealand,Marlborough
126338,New Zealand,Marlborough
126339,France,Loire Valley
126340,France,Loire Valley
126341,Italy,Central Italy
126342,Australia,South Australia
126343,US,Washington
126344,US,Washington
126345,US,Washington
126346,US,California
126347,New Zealand,Marlborough
126348,Chile,Curicó Valley
126349,US,Washington
126350,Chile,Maule Valley
126351,US,Washington
126352,Italy,Central Italy
126353,France,Loire Valley
126354,US,Washington
126355,Australia,Australia Other
126356,Chile,Maule Valley
126357,US,California
126358,US,California
126359,US,California
126360,Australia,South Australia
126361,Italy,Piedmont
126362,Italy,Piedmont
126363,Italy,Piedmont
126364,US,California
126365,France,Southwest France
126366,US,California
126367,France,Southwest France
126368,Spain,Northern Spain
126369,Argentina,Other
126370,Italy,Piedmont
126371,Italy,Piedmont
126372,US,California
126373,US,California
126374,US,California
126375,US,California
126376,Australia,New South Wales
126377,Spain,Northern Spain
126378,US,California
126379,Argentina,Other
126380,Italy,Piedmont
126381,Italy,Piedmont
126382,Italy,Piedmont
126383,US,California
126384,Italy,Piedmont
126385,Italy,Piedmont
126386,Spain,Northern Spain
126387,Spain,Galicia
126388,France,Southwest France
126389,Argentina,Mendoza Province
126390,Bulgaria,Rose Valley
126391,US,California
126392,Italy,Tuscany
126393,Italy,Northeastern Italy
126394,US,California
126395,US,Washington
126396,US,Washington
126397,Italy,Tuscany
126398,US,California
126399,US,California
126400,US,California
126401,Italy,Southern Italy
126402,Italy,Tuscany
126403,Italy,Tuscany
126404,US,California
126405,US,California
126406,US,California
126407,Italy,Tuscany
126408,US,California
126409,Bulgaria,Thracian Valley
126410,Australia,South Australia
126411,Argentina,Mendoza Province
126412,US,California
126413,New Zealand,Marlborough
126414,France,Burgundy
126415,US,California
126416,France,Burgundy
126417,Chile,Colchagua Valley
126418,US,California
126419,New Zealand,Kumeu
126420,US,California
126421,Italy,Central Italy
126422,Italy,Central Italy
126423,Italy,Central Italy
126424,Austria,Wachau
126425,New Zealand,Marlborough
126426,US,California
126427,US,California
126428,Italy,Northeastern Italy
126429,US,California
126430,Italy,Tuscany
126431,Hungary,Villány
126432,US,Washington
126433,Chile,Maule Valley
126434,Argentina,Mendoza Province
126435,US,California
126436,US,California
126437,Italy,Tuscany
126438,US,Washington
126439,Italy,Central Italy
126440,US,California
126441,Italy,Northeastern Italy
126442,US,California
126443,New Zealand,Martinborough
126444,Argentina,Mendoza Province
126445,New Zealand,Hawke's Bay
126446,US,California
126447,US,Washington
126448,New Zealand,South Island
126449,Australia,South Australia
126450,US,California
126451,France,Champagne
126452,US,California
126453,US,California
126454,France,Champagne
126455,US,Washington
126456,Italy,Veneto
126457,New Zealand,Martinborough
126458,US,California
126459,Italy,Veneto
126460,US,California
126461,US,California
126462,US,Washington
126463,France,Champagne
126464,US,Washington
126465,US,California
126466,US,California
126467,Italy,Veneto
126468,US,California
126469,US,Washington
126470,US,California
126471,France,Champagne
126472,US,California
126473,France,Champagne
126474,France,Champagne
126475,US,California
126476,US,California
126477,France,Champagne
126478,US,California
126479,US,California
126480,Italy,Veneto
126481,Spain,Northern Spain
126482,Spain,Northern Spain
126483,Austria,Thermenregion
126484,Italy,Veneto
126485,Italy,Veneto
126486,Italy,Veneto
126487,Austria,Kamptal
126488,Austria,Burgenland
126489,US,California
126490,US,California
126491,Austria,Kamptal
126492,Austria,Burgenland
126493,Italy,Veneto
126494,Argentina,Mendoza Province
126495,Italy,Italy Other
126496,Italy,Veneto
126497,Italy,Veneto
126498,Romania,Murfatlar
126499,Greece,Peloponnese
126500,Australia,South Australia
126501,Australia,South Australia
126502,Italy,Veneto
126503,Italy,Veneto
126504,Spain,Northern Spain
126505,US,California
126506,Italy,Veneto
126507,Italy,Veneto
126508,France,Burgundy
126509,Spain,Northern Spain
126510,US,California
126511,US,New York
126512,Austria,Niederösterreich
126513,Italy,Sicily & Sardinia
126514,France,Burgundy
126515,France,Burgundy
126516,US,California
126517,Italy,Sicily & Sardinia
126518,Argentina,Mendoza Province
126519,US,California
126520,Italy,Veneto
126521,US,California
126522,US,California
126523,Austria,Burgenland
126524,US,California
126525,Argentina,Mendoza Province
126526,Italy,Southern Italy
126527,Italy,Northeastern Italy
126528,Chile,Central Valley
126529,Chile,Rapel Valley
126530,France,Languedoc-Roussillon
126531,Argentina,Mendoza Province
126532,France,Burgundy
126533,Italy,Northeastern Italy
126534,US,California
126535,France,Burgundy
126536,France,Burgundy
126537,Italy,Central Italy
126538,Argentina,Mendoza Province
126539,US,California
126540,US,New York
126541,US,California
126542,Argentina,Other
126543,Argentina,Mendoza Province
126544,Argentina,Mendoza Province
126545,US,New Mexico
126546,Chile,Colchagua Valley
126547,France,Languedoc-Roussillon
126548,US,California
126549,US,California
126550,US,California
126551,Chile,Cachapoal Valley
126552,Chile,Curicó Valley
126553,US,New York
126554,US,New York
126555,US,New York
126556,US,California
126557,US,California
126558,Argentina,Mendoza Province
126559,Argentina,Mendoza Province
126560,US,Kentucky
126561,US,California
126562,US,California
126563,US,Washington
126564,Chile,Central Valley
126565,US,California
126566,Argentina,Mendoza Province
126567,US,New York
126568,France,Languedoc-Roussillon
126569,Argentina,Mendoza Province
126570,Spain,Northern Spain
126571,France,Languedoc-Roussillon
126572,France,Bordeaux
126573,France,Bordeaux
126574,Portugal,Alentejano
126575,Spain,Central Spain
126576,US,Virginia
126577,Spain,Catalonia
126578,US,Oregon
126579,Portugal,Lisboa
126580,US,New York
126581,US,California
126582,US,California
126583,Spain,Galicia
126584,New Zealand,Martinborough
126585,US,California
126586,US,Oregon
126587,France,Bordeaux
126588,France,Bordeaux
126589,Italy,Tuscany
126590,France,Southwest France
126591,France,Southwest France
126592,Italy,Tuscany
126593,US,California
126594,US,California
126595,US,California
126596,Italy,Tuscany
126597,US,California
126598,Portugal,Vinho Verde
126599,US,New York
126600,Italy,Piedmont
126601,New Zealand,Marlborough
126602,New Zealand,Marlborough
126603,US,California
126604,New Zealand,Marlborough
126605,Australia,South Australia
126606,US,California
126607,US,California
126608,Italy,Piedmont
126609,Italy,Piedmont
126610,Italy,Piedmont
126611,US,California
126612,Italy,Piedmont
126613,Italy,Piedmont
126614,Italy,Piedmont
126615,US,Washington
126616,US,California
126617,Chile,Rapel Valley
126618,US,California
126619,US,California
126620,Italy,Piedmont
126621,US,California
126622,US,California
126623,Italy,Piedmont
126624,US,California
126625,New Zealand,Marlborough
126626,Italy,Piedmont
126627,Italy,Piedmont
126628,US,California
126629,US,California
126630,Italy,Central Italy
126631,US,California
126632,Italy,Central Italy
126633,US,California
126634,US,California
126635,US,California
126636,New Zealand,Marlborough
126637,US,California
126638,New Zealand,Marlborough
126639,Italy,Central Italy
126640,US,Washington
126641,US,Washington
126642,Chile,Bío Bío Valley
126643,Italy,Central Italy
126644,Italy,Central Italy
126645,Italy,Central Italy
126646,US,California
126647,US,California
126648,US,California
126649,New Zealand,Waipara
126650,US,Washington
126651,US,California
126652,Italy,Sicily & Sardinia
126653,Italy,Central Italy
126654,Italy,Sicily & Sardinia
126655,France,Loire Valley
126656,Chile,Aconcagua Valley
126657,Chile,Curicó Valley
126658,US,California
126659,US,California
126660,Argentina,Mendoza Province
126661,Italy,Piedmont
126662,Spain,Northern Spain
126663,France,Southwest France
126664,Spain,Levante
126665,Argentina,Mendoza Province
126666,Australia,Victoria
126667,Australia,Western Australia
126668,US,California
126669,US,California
126670,Italy,Piedmont
126671,US,California
126672,Spain,Northern Spain
126673,France,Southwest France
126674,US,New York
126675,Argentina,Other
126676,Spain,Northern Spain
126677,Argentina,Mendoza Province
126678,Spain,Northern Spain
126679,Spain,Northern Spain
126680,Spain,Northern Spain
126681,US,California
126682,US,California
126683,US,California
126684,US,California
126685,US,California
126686,Italy,Piedmont
126687,Australia,Victoria
126688,US,California
126689,Australia,Western Australia
126690,Italy,Tuscany
126691,Italy,Sicily & Sardinia
126692,Chile,Curicó Valley
126693,Bulgaria,Thracian Valley
126694,US,California
126695,US,California
126696,US,California
126697,US,California
126698,US,California
126699,Chile,Colchagua Valley
126700,US,California
126701,US,California
126702,Italy,Central Italy
126703,Italy,Sicily & Sardinia
126704,Italy,Tuscany
126705,Italy,Tuscany
126706,France,Burgundy
126707,US,California
126708,US,California
126709,Italy,Northeastern Italy
126710,Bulgaria,Thracian Valley
126711,US,California
126712,Italy,Central Italy
126713,Italy,Central Italy
126714,US,California
126715,US,California
126716,US,California
126717,US,California
126718,US,California
126719,Chile,Central Valley
126720,US,Washington
126721,Argentina,Other
126722,Italy,Central Italy
126723,France,Loire Valley
126724,US,California
126725,Austria,Wachau
126726,Italy,Central Italy
126727,Italy,Central Italy
126728,US,California
126729,Argentina,Mendoza Province
126730,Chile,Maipo Valley
126731,New Zealand,Marlborough
126732,Argentina,Mendoza Province
126733,Italy,Northeastern Italy
126734,Chile,Casablanca Valley
126735,Italy,Central Italy
126736,US,California
126737,US,Washington
126738,Australia,Australia Other
126739,US,Washington
126740,US,California
126741,US,California
126742,US,California
126743,Australia,South Australia
126744,Austria,Wachau
126745,Italy,Central Italy
126746,Hungary,Sopron
126747,US,California
126748,Argentina,Mendoza Province
126749,Italy,Northeastern Italy
126750,France,Champagne
126751,US,California
126752,US,California
126753,France,Champagne
126754,US,California
126755,US,California
126756,US,California
126757,US,California
126758,France,Champagne
126759,France,Champagne
126760,US,Washington
126761,US,Washington
126762,US,California
126763,France,Champagne
126764,US,Washington
126765,US,Washington
126766,US,Washington
126767,France,Champagne
126768,Argentina,Mendoza Province
126769,US,California
126770,US,California
126771,Italy,Veneto
126772,France,Champagne
126773,US,California
126774,US,Washington
126775,Italy,Veneto
126776,Argentina,Mendoza Province
126777,US,California
126778,France,Champagne
126779,Argentina,Mendoza Province
126780,Greece,Beotia
126781,France,Burgundy
126782,US,California
126783,France,Burgundy
126784,Spain,Northern Spain
126785,Italy,Veneto
126786,Italy,Veneto
126787,Italy,Veneto
126788,Italy,Veneto
126789,Argentina,Mendoza Province
126790,Italy,Veneto
126791,Italy,Veneto
126792,Argentina,Other
126793,Greece,Mantinia
126794,Spain,Northern Spain
126795,US,Washington
126796,Italy,Veneto
126797,Italy,Veneto
126798,Italy,Veneto
126799,US,California
126800,Italy,Veneto
126801,Italy,Veneto
126802,Argentina,Mendoza Province
126803,Spain,Galicia
126804,US,California
126805,US,California
126806,Italy,Veneto
126807,US,California
126808,Spain,Galicia
126809,Argentina,Mendoza Province
126810,US,California
126811,US,California
126812,France,Alsace
126813,Chile,Rapel Valley
126814,Italy,Piedmont
126815,Argentina,Mendoza Province
126816,Austria,Burgenland
126817,Austria,Burgenland
126818,Chile,Casablanca Valley
126819,France,Burgundy
126820,US,California
126821,Chile,Cachapoal Valley
126822,Chile,Colchagua Valley
126823,Italy,Tuscany
126824,US,California
126825,US,California
126826,Austria,Niederösterreich
126827,Chile,Colchagua Valley
126828,Italy,Northeastern Italy
126829,Argentina,Mendoza Province
126830,Italy,Sicily & Sardinia
126831,US,New York
126832,Chile,Maipo Valley
126833,Argentina,Mendoza Province
126834,Chile,Rapel Valley
126835,Chile,Casablanca Valley
126836,US,California
126837,US,New York
126838,US,California
126839,US,California
126840,South Africa,Stellenbosch
126841,Italy,Piedmont
126842,US,California
126843,Italy,Piedmont
126844,Italy,Piedmont
126845,US,California
126846,US,California
126847,Italy,Piedmont
126848,US,Washington
126849,Italy,Piedmont
126850,France,Provence
126851,France,Provence
126852,Italy,Piedmont
126853,Italy,Piedmont
126854,France,Provence
126855,France,Provence
126856,France,Provence
126857,France,Southwest France
126858,Italy,Piedmont
126859,US,California
126860,Italy,Piedmont
126861,Italy,Piedmont
126862,Italy,Piedmont
126863,Italy,Piedmont
126864,New Zealand,Marlborough
126865,Italy,Piedmont
126866,Italy,Piedmont
126867,Australia,New South Wales
126868,US,California
126869,New Zealand,Marlborough
126870,US,California
126871,Spain,Catalonia
126872,US,Oregon
126873,Italy,Tuscany
126874,New Zealand,Martinborough
126875,Portugal,Lisboa
126876,Portugal,Palmela
126877,US,Oregon
126878,US,New York
126879,US,California
126880,US,New York
126881,Spain,Catalonia
126882,France,Southwest France
126883,US,California
126884,US,California
126885,US,Oregon
126886,Italy,Tuscany
126887,France,France Other
126888,US,New York
126889,France,Southwest France
126890,France,Bordeaux
126891,US,California
126892,Portugal,Península de Setúbal
126893,US,New York
126894,US,California
126895,US,California
126896,New Zealand,Marlborough
126897,US,California
126898,Portugal,Vinho Verde
126899,Portugal,Lisboa
126900,Italy,Central Italy
126901,Chile,Peumo
126902,Chile,Colchagua Valley
126903,US,California
126904,US,California
126905,US,California
126906,Italy,Central Italy
126907,US,California
126908,US,California
126909,Italy,Central Italy
126910,Italy,Central Italy
126911,Australia,Victoria
126912,US,California
126913,Italy,Sicily & Sardinia
126914,Italy,Sicily & Sardinia
126915,Chile,Rapel Valley
126916,US,Washington
126917,US,California
126918,US,California
126919,Italy,Central Italy
126920,Chile,Casablanca Valley
126921,US,Washington
126922,US,Washington
126923,US,Washington
126924,Italy,Sicily & Sardinia
126925,Italy,Sicily & Sardinia
126926,US,California
126927,US,California
126928,Italy,Sicily & Sardinia
126929,US,California
126930,Chile,Maipo Valley
126931,US,Virginia
126932,Argentina,Mendoza Province
126933,US,Colorado
126934,US,Washington
126935,Argentina,Mendoza Province
126936,Argentina,Mendoza Province
126937,US,Texas
126938,Italy,Northeastern Italy
126939,US,New Mexico
126940,Argentina,Mendoza Province
126941,US,New York
126942,Argentina,Mendoza Province
126943,US,California
126944,US,Colorado
126945,US,Missouri
126946,Argentina,Mendoza Province
126947,US,California
126948,US,Missouri
126949,US,New York
126950,US,California
126951,Argentina,Mendoza Province
126952,US,New York
126953,Chile,Colchagua Valley
126954,France,Languedoc-Roussillon
126955,US,New Mexico
126956,Chile,Colchagua Valley
126957,Chile,Curicó Valley
126958,US,California
126959,Argentina,Mendoza Province
126960,US,California
126961,Argentina,Mendoza Province
126962,US,California
126963,Spain,Northern Spain
126964,France,Southwest France
126965,Argentina,Mendoza Province
126966,France,Southwest France
126967,US,California
126968,Spain,Northern Spain
126969,Italy,Piedmont
126970,US,California
126971,Australia,New South Wales
126972,US,California
126973,Australia,South Australia
126974,US,California
126975,US,California
126976,US,Virginia
126977,US,California
126978,US,California
126979,Spain,Northern Spain
126980,Italy,Piedmont
126981,Argentina,Mendoza Province
126982,US,California
126983,US,California
126984,US,California
126985,Italy,Piedmont
126986,US,California
126987,US,California
126988,US,California
126989,France,Southwest France
126990,US,California
126991,US,California
126992,Lebanon,Bekaa Valley
126993,US,California
126994,US,California
126995,Australia,South Australia
126996,Chile,Maule Valley
126997,Argentina,Mendoza Province
126998,Italy,Southern Italy
126999,US,California
127000,US,Washington
127001,US,California
127002,US,California
127003,Argentina,Other
127004,Argentina,Mendoza Province
127005,US,California
127006,US,California
127007,US,California
127008,Italy,Tuscany
127009,US,California
127010,New Zealand,New Zealand
127011,Switzerland,Ticino
127012,US,Washington
127013,US,Washington
127014,Italy,Lombardy
127015,US,California
127016,Argentina,Mendoza Province
127017,Chile,Rapel Valley
127018,US,Washington
127019,Italy,Tuscany
127020,US,California
127021,New Zealand,Marlborough
127022,France,Loire Valley
127023,Austria,Wachau
127024,France,Loire Valley
127025,Hungary,Villány
127026,US,Washington
127027,US,California
127028,US,California
127029,US,California
127030,US,Washington
127031,US,California
127032,New Zealand,Hawke's Bay
127033,Italy,Central Italy
127034,US,Washington
127035,Italy,Northeastern Italy
127036,New Zealand,Hawke's Bay
127037,US,California
127038,Chile,Colchagua Valley
127039,France,Burgundy
127040,Italy,Northeastern Italy
127041,Hungary,Villány
127042,US,Washington
127043,France,Loire Valley
127044,US,Washington
127045,US,California
127046,Australia,Australia Other
127047,Chile,Rapel Valley
127048,Chile,Rapel Valley
127049,US,California
127050,US,California
127051,Argentina,Mendoza Province
127052,Argentina,Other
127053,Spain,Northern Spain
127054,Spain,Central Spain
127055,Spain,Northern Spain
127056,Italy,Veneto
127057,France,Burgundy
127058,Australia,Australia Other
127059,Italy,Veneto
127060,US,Washington
127061,US,California
127062,Italy,Veneto
127063,Italy,Veneto
127064,Italy,Veneto
127065,Italy,Veneto
127066,Italy,Veneto
127067,Greece,Patras
127068,Italy,Veneto
127069,Italy,Veneto
127070,Australia,South Australia
127071,US,California
127072,US,California
127073,US,California
127074,Italy,Veneto
127075,Austria,Niederösterreich
127076,Italy,Veneto
127077,Italy,Veneto
127078,Argentina,Mendoza Province
127079,US,Washington
127080,Chile,Maipo Valley
127081,Italy,Northeastern Italy
127082,Argentina,Mendoza Province
127083,US,New York
127084,Australia,New South Wales
127085,Argentina,Mendoza Province
127086,Argentina,Mendoza Province
127087,US,California
